,storeid,createtime
424,1372032852383895552,1671346817473
425,1372032853025624064,1671595635352
426,1372032853629603840,1671581697138
427,1372038454245986304,1671874194848
428,1372038455034515456,1671159589949
429,1372038455034515456,1671515068865
430,1372038457286856704,1671618066662
431,1372038465612550144,1671528430763
432,1372038500232335360,1671505587612
433,1372038611012292608,1671008613337
434,1372038626506051584,1671172255626
435,1372038667656368128,1671504756494
436,1372038697909882880,1671004193239
437,1372040700580990976,1670986782712
438,1372104375589277696,1671849436111
439,1372104399136100352,1673508779724
440,1372104407264661504,1673335672911
441,1372104475925417984,1673054741323
442,1372104649577992192,1673331583143
443,1372112556751196160,1670911477955
444,1372112583183699968,1670986313395
445,1372112583624101888,1670986077619
446,1372497463075803136,1672811462309
447,1372497484751966208,1672294459897
448,1372497488476508160,1672550329203
449,1372497510941200384,1672298466329
450,1372497556482953216,1672298993943
451,1372497562375950336,1672194567091
452,1372497562375950336,1672272903038
453,1372497567887265792,1672638929665
454,1372497604176384000,1672298896032
455,1372497627433799680,1672298955943
456,1372497634790608896,1672298803032
457,1372497671440437248,1672022281843
458,1372497757033598976,1672799119035
459,1372497757033598976,1673489201338
460,1372501634206273536,1670913781714
461,1372501634206273536,1671175830692
462,1372501634206273536,1671266851264
463,1372501634206273536,1671522624085
464,1372501634206273536,1671787372619
465,1372501634206273536,1672214759573
466,1372501634206273536,1672390341880
467,1372501634206273536,1672472645556
468,1372501634206273536,1672991196774
469,1372501661888679936,1672039223723
470,1372501669178380288,1671519631006
471,1372501673435598848,1671260105477
472,1372501704330842112,1670917491797
473,1372501704330842112,1671179905115
474,1372501704330842112,1671527764403
475,1372501704330842112,1671870965410
476,1372501704330842112,1672215020809
477,1372501704330842112,1672302694152
478,1372501704330842112,1672387967909
479,1372501704330842112,1672990352719
480,1372501719883321344,1670922391800
481,1372501719883321344,1671873605215
482,1372501719883321344,1672217472853
483,1372501728909463552,1672392217135
484,1372501728909463552,1672479047879
485,1372501732524953600,1670921077762
486,1372503840057856000,1673761243790
487,1372503848870088704,1672543674278
488,1372503856977678336,1673836398739
489,1372503857543909376,1673333172859
490,1372503865236262912,1670980740709
491,1372503865798299648,1670985533938
492,1372503865798299648,1670985502651
493,1372503866360336384,1670988918468
494,1372503866360336384,1673496030267
495,1372700124,1671518118818
496,1372700124,1672988537415
497,1372883953115209728,1671780319239
498,1372995224,1671786777280
499,1372995224,1672463358708
500,1372995224,1673076349891
501,1374509946,1672372048289
502,1374509946,1672379709231
503,1374886517251641344,1670999323143
504,1375079177,1673060461731
505,1375605769017364480,1672886259941
506,1376200395,1671168895689
507,1376730903757463552,1671257636941
508,1376797148,1670982760161
509,1377098773527924736,1671766442121
510,1377140773014867968,1671765479337
511,1377196999786500096,1671783175304
512,1377197013589954560,1671782126852
513,1377197026638434304,1671788533013
514,1377197036461494272,1671788436922
515,1377197038327959552,1671356383006
516,1377197044380340224,1671349518454
517,1377197050948620288,1671347013804
518,1377197055088398336,1671349405014
519,1377197063003049984,1671347248432
520,1377197068992516096,1671349906014
521,1377197077934772224,1671349630590
522,1377197085929115648,1671350109942
523,1377197087346790400,1671355985311
524,1377197096368738304,1671783415284
525,1377197106334404608,1671346855027
526,1377197113326309376,1671350335740
527,1377197120746033152,1671351143593
528,1377197129168195584,1671350285409
529,1377197150768861184,1671351231153
530,1377197154937999360,1671351275877
531,1377197157311975424,1671357164767
532,1377197159673368576,1671350467012
533,1377197176450584576,1671349976666
534,1377197183505403904,1671347419330
535,1377197190061101056,1671356030492
536,1377197420403888128,1670982176994
537,1377197420403888128,1672191534467
538,1377197420403888128,1672796959576
539,1377197420403888128,1674003971674
540,1377197423390232576,1671157256091
541,1377197423390232576,1671955247435
542,1377197423390232576,1673514349223
543,1377197479199641600,1673228773878
544,1377419171649949696,1671256363931
545,1377419182764855296,1671778117932
546,1377884784239583232,1672382195211
547,1377884993841537024,1673762001271
548,1377900272168476672,1674029945545
549,1377900376946384896,1671759311155
550,1377900376946384896,1671759332155
551,1377900385284661248,1670916627401
552,1377900394424049664,1670912441898
553,1377900468378017792,1674022942494
554,1378613193357926400,1671072184514
555,1378613221531066368,1671949150988
556,1378613221531066368,1671948806642
557,1378613221531066368,1671949150604
558,1378613268343693312,1670907454803
559,1378613269547458560,1670904648200
560,1378613304175632384,1672380520583
561,1378613318172024832,1671951673360
562,1378613364305174528,1671761209015
563,1378613364305174528,1674009550647
564,1378613367912275968,1670910341714
565,1378613368537227264,1670908504624
566,1378613409108729856,1670914616796
567,1378613409804984320,1670911447473
568,1378613415182082048,1671520416988
569,1378613415182082048,1671520605625
570,1378613415844782080,1671158222660
571,1378613423012847616,1672044213635
572,1378613430285770752,1670920768718
573,1378613430285770752,1670920995478
574,1378613442923208704,1671175144398
575,1378613467589910528,1671160768625
576,1378613475345178624,1671522231177
577,1379310588660031488,1671927830881
578,1379310588660031488,1671929067973
579,1379312518819876864,1671266050280
580,1379355166712664064,1671614799069
581,1379355166712664064,1671614961808
582,1379355182751682560,1671008906315
583,1379355210677358592,1671611843864
584,1379355210677358592,1671611892449
585,1379355215047823360,1670988392931
586,1379355331095826432,1672968282870
587,1379355332953903104,1672631557125
588,1379355350460928000,1673234680999
589,1379355352319004672,1671932181717
590,1379355423580229632,1672634767850
591,1379355483495862272,1670989312011
592,1379954782957215744,1670834589807
593,1379959776414539776,1671274329437
594,1379959794290663424,1671258433165
595,1379959833780035584,1671782040852
596,1379966856940621824,1670931920871
597,1379966856940621824,1673336954142
598,1380039108461862912,1672622351515
599,1380055289004429312,1670986457539
600,1380227478,1670922050214
601,1381769299756191744,1673339925187
602,1381769310149677056,1671332188206
603,1381769310149677056,1673750114262
604,1381769341225275392,1673317724758
605,1381769347885830144,1671255739084
606,1381769347885830144,1673759107514
607,1381769372309262336,1671155459627
608,1381769372309262336,1673775871069
609,1381769401887494144,1673747740716
610,1381769494950711296,1672555583641
611,1381769551116636160,1672023514838
612,1381769677079973888,1672630150586
613,1381769677079973888,1672628170712
614,1381769839143686144,1673768106558
615,1381789030370516992,1671782857380
616,1381789030370516992,1671782759119
617,1381789030370516992,1672215176217
618,1381789030370516992,1672638826813
619,1381813134926417920,1670988184382
620,1381813134926417920,1670988048877
621,1381813134926417920,1671172470360
622,1381885251856502784,1671508250644
623,1381885688101867520,1673230745408
624,1381885707735404544,1670288201489
625,1381885707735404544,1672616619906
626,1381885910928461824,1673233138155
627,1381887445976616960,1671004892926
628,1382076746,1672281294696
629,1382937872050692096,1671170055099
630,1382937984139272192,1670992307895
631,1382938100950638592,1671859530218
632,1382939385091334144,1670905568953
633,1382939386831970304,1670906038507
634,1382941035201830912,1671363765631
635,1382974799671857152,1671003408803
636,1383949346130894848,1671341550593
637,1383949346130894848,1672479701457
638,1383949346130894848,1672555777637
639,1383949353286377472,1671536301595
640,1383949353286377472,1672555589409
641,1383949368545255424,1671332859306
642,1383949368545255424,1672383158919
643,1383949370470440960,1670908368255
644,1384021735577358336,1673494941295
645,1384069379536326656,1671867315872
646,1384069594674761728,1673165330153
647,1384069952872517632,1671003519660
648,1384416888783769600,1671242918247
649,1384686887238766592,1671955323310
650,1384687285445988352,1670905716180
651,1384687285445988352,1670905686338
652,1384687285445988352,1671784584755
653,1384695834360422400,1673501795885
654,1384695834360422400,1673501938838
655,1384695834360422400,1673501882885
656,1384695834360422400,1673501838885
657,1384695834863738880,1673503771781
658,1384748279128002560,1671505873760
659,1384783362392334336,1671964574114
660,1384786200648491008,1670910525152
661,1384798462775926784,1670919777579
662,1384798574919032832,1671616173269
663,1384798583223754752,1671678548116
664,1384798595198492672,1671005229449
665,1384798615247265792,1670988520365
666,1384798647547600896,1671004410569
667,1384799336222957568,1671940412838
668,1384799914021888000,1671523153755
669,1384800221468565504,1671328855538
670,1384800590441488384,1671165255939
671,1384800590441488384,1672653085789
672,1384800622297227264,1672649885359
673,1384800624788643840,1672804172010
674,1384800627401695232,1670998566755
675,1384800627401695232,1670998437678
676,1384800632984313856,1670994424003
677,1384800634922082304,1671012002187
678,1384800636813713408,1671166940341
679,1384800636813713408,1672656587279
680,1384800636813713408,1672656517047
681,1384800637421887488,1670915881831
682,1384800638663401472,1670914064645
683,1384800639271575552,1670997517068
684,1384800641842683904,1671167952960
685,1384800641842683904,1672657323835
686,1384800660150820864,1672654036329
687,1384800661442666496,1671010084376
688,1384800662076006400,1672806273133
689,1384800665272066048,1671004952443
690,1384800667163697152,1670997813710
691,1384800668442959872,1670907791797
692,1384800669063716864,1670909658445
693,1384800673518067712,1671264429866
694,1384800682435158016,1670908286445
695,1384800683060109312,1670995606502
696,1384800683676672000,1671169743255
697,1384800695252951040,1670917226381
698,1384800695252951040,1672548722756
699,1384800695894679552,1670913251781
700,1384800697148776448,1671004226124
701,1384800700898484224,1671266900009
702,1384800702144192512,1670911985095
703,1384800832972922880,1673328207872
704,1384800876270723072,1672632214089
705,1384800918968737792,1674024973731
706,1384800947901046784,1674024794448
707,1384800957606666240,1671339020773
708,1384800957606666240,1673328366008
709,1384800994571067392,1672641008793
710,1384801013911003136,1673505884783
711,1384801016041709568,1672802231281
712,1384801177862152192,1670902895719
713,1384801223756226560,1671246572201
714,1384815184828305408,1671005837342
715,1384815202943504384,1671005931758
716,1384815208517734400,1672058417145
717,1384815333713514496,1672821653726
718,1384815338000093184,1671759859694
719,1385003752,1672449027847
720,1385003752,1672538056725
721,1385046970825052160,1672636261931
722,1385047013711810560,1672551090586
723,1385047027464933376,1672645812860
724,1385047373230772224,1670924477711
725,1385047373230772224,1672539521656
726,1385109201696858112,1671253889988
727,1385109237457494016,1671161764725
728,1385109352394006528,1671762461210
729,1385109352394006528,1672189826018
730,1385340282,1670899617114
731,1385491547302404096,1671588808760
732,1385491547302404096,1671956830224
733,1386119880021123072,1671591675756
734,1386119880021123072,1672994213562
735,1386924060532936704,1672797412982
736,1386924118590492672,1671939464481
737,1386924118590492672,1672974384593
738,1386924201356693504,1671518417896
739,1386924201356693504,1672894918057
740,1387283572548968448,1671854172257
741,1387283758599905280,1670902469998
742,1387283759078055936,1670907891475
743,1387283829475254272,1671160123041
744,1388048032309841920,1673319162856
745,1388095550251081728,1672904085246
746,1388308346,1673342536684
747,1390486026,1671863603403
748,1390493034721972224,1672807617906
749,1391915312,1671153614310
750,1391915312,1673088950661
751,1391915312,1673079700630
752,1392772251,1671584196581
753,1393470643,1671776965324
754,1393470643,1671848957757
755,1394687148,1670896552062
756,1394762796,1671845487732
757,1394934930244505600,1670896551808
758,1394934941187444736,1670895154002
759,1394934942579953664,1670642659024
760,1394935123065049088,1671011635052
761,1394935172012576768,1672388527194
762,1394935191562227712,1671013517117
763,1394935219026530304,1671518839359
764,1394935277948112896,1671009667991
765,1394935556953214976,1671003809456
766,1394935556953214976,1671003620720
767,1395296263389585408,1670984568721
768,1395296273774682112,1670984046578
769,1395296323359744000,1671846050893
770,1395296324756447232,1671329789785
771,1395296362664566784,1671152488070
772,1395296368884719616,1671158199761
773,1395296401860337664,1671005306689
774,1395296419967148032,1672041349598
775,1395296419967148032,1672041784491
776,1395296422932520960,1671001194084
777,1395296449952227328,1670980833420
778,1395296457023823872,1670894064972
779,1395296458462470144,1671843999874
780,1395296473012510720,1670996494630
781,1395296487189258240,1670902163744
782,1395296490494369792,1670899871397
783,1395296517820260352,1671243925130
784,1395296525978181632,1671162275162
785,1395296542805729280,1671334755512
786,1395296559952044032,1671262697627
787,1395296569259204608,1672296237937
788,1395296569259204608,1672299411876
789,1395296600519352320,1672037947813
790,1395296904908382208,1670915813254
791,1395539392470323200,1671160790697
792,1395539405623660544,1670980506903
793,1395539416482713600,1671520338498
794,1395539419506806784,1671516679919
795,1395539429401169920,1671153308738
796,1395915198870720512,1671946969219
797,1395915210430222336,1671168541105
798,1396255755,1670992561942
799,1396255755,1671775069704
800,1396652269491064832,1671242990121
801,1396725352931532800,1670922099995
802,1396725352931532800,1670907153416
803,1396725352931532800,1670907194391
804,1397015232496406528,1671260010996
805,1397031616085364736,1671526576144
806,1397031665666232320,1673063552486
807,1397117886409220096,1670914486773
808,1397437688046555136,1670907095429
809,1397437693402681344,1673264131283
810,1397437748293537792,1671513598855
811,1397437748293537792,1673779049711
812,1397437761493012480,1671179741230
813,1397437761493012480,1672824165052
814,1397437767537004544,1671351675910
815,1397437767537004544,1674025403838
816,1397437811698831360,1672923249972
817,1397437849707614208,1673866803405
818,1397437990615257088,1673323342468
819,1397438010752110592,1673775365388
820,1397438057250164736,1673781453684
821,1397745425322352640,1671589605568
822,1397745425322352640,1673499264888
823,1397747709808746496,1671589346205
824,1398469057300271104,1671526512280
825,1398469057795198976,1673319638520
826,1398470734908760064,1671346674223
827,1398470735391105024,1671782873191
828,1398470739996450816,1671355883498
829,1398470752256401408,1671355629234
830,1398470757260206080,1671347513875
831,1398470761370624000,1671353278579
832,1399915887112495104,1671259160933
833,1399915937301536768,1671499542365
834,1399916020285841408,1671260025153
835,1400003393514381312,1671260144693
836,1400003408160890880,1671259819283
837,1403595983320911872,1671256738536
838,1403917159473881088,1670900380070
839,1404700211603054592,1673329891225
840,1407600068793737216,1670139981221
841,1407600823147700224,1672361450810
842,1407600953485697024,1672027201503
843,1407601186789662720,1671003272850
844,1407601218309857280,1671006547711
845,1407601253848195072,1671517351854
846,1407988851838033920,1671503715692
847,1407988851838033920,1671503641830
848,1407988881110081536,1671762496801
849,1407988881110081536,1671762518060
850,1409422293989462016,1672041385575
851,1409429983,1672372087289
852,1409429983,1672380046292
853,1412232261264482304,1672538943351
854,1412232266415087616,1672543817387
855,1415077723,1673064654734
856,1416198519,1672902053474
857,1417651142233559040,1671868490611
858,1417651187288772608,1670996723832
859,1418945333,1671001553040
860,1419848695373111296,1670948832688
861,1419848734707294208,1671246156738
862,1419848760133165056,1671243574124
863,1419848760133165056,1673843842043
864,1419848803116392448,1670923970696
865,1419848816257146880,1671245077929
866,1419848833218912256,1671586089277
867,1419848833218912256,1671586111403
868,1419848894560608256,1671241354710
869,1419848915775397888,1671585989068
870,1419848970674642944,1671591191293
871,1422104562449522688,1670905506406
872,1422972472,1671516049641
873,1425942323,1673161546680
874,1426706448729251840,1671537301515
875,1426706614894993408,1673775780775
876,1428171699664461824,1671001602174
877,1430345206905184256,1671245683228
878,1430345206905184256,1672975185907
879,1430345950110687232,1670987993523
880,1430346285453680640,1670894055754
881,1430346724685389824,1671246077977
882,1431073471018049536,1672990849139
883,143131194,1672903956456
884,1431336444,1671850700000
885,1433260777,1671172091229
886,1435522487789297664,1672369456922
887,1435717649,1670987939284
888,1436584314,1670983694719
889,1438299418,1671239708139
890,1438299418,1672623935882
891,1438299418,1672796387695
892,1440024628,1672218141937
893,1440550102,1671851603799
894,1440550102,1671851996350
895,1442517222,1670913896061
896,1442517222,1670913932463
897,1442517222,1670913917530
898,1443116364725493760,1671932985686
899,1443116364725493760,1671933745054
900,1443116452646494208,1672027193674
901,1443116471747354624,1672041156552
902,1443116473999695872,1672041616226
903,1443784569911382016,1672879535394
904,1444838764,1670898743365
905,1445186845578235904,1672023021401
906,1445187104282906624,1672020279787
907,1445187104282906624,1672020194943
908,1445187104282906624,1672020261120
909,1445187104282906624,1672020232756
910,1445187182246629376,1671764273564
911,1445187182246629376,1671764373793
912,1445187182246629376,1671764309410
913,1445187182246629376,1671764396496
914,1445187246440452096,1672274125755
915,1445187246440452096,1672274188933
916,1445187246440452096,1672274172657
917,1445187246440452096,1672274143903
918,1445187246440452096,1672274109239
